Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;2;14.4499998093;10.0;4;21.3999996185;1;9.5;10.0;6;20.0;
8;2;14.6300001144;10.1999998093;4;21.8264003992;1;9.5;10.0;5;20.3999996185;
9;2;14.8218793869;10.3632001877;4;23.0613274574;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;15.3775978088;10.9097137451;4;24.1319464445;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;17.3775978088;11.3658018112;4;25.0513429642;2;9.94783401489;10.4951858521;4;23.0819120407;
12;2;19.3775978088;11.7372808456;4;25.8400663137;2;10.1934309006;11.0209560394;4;23.99553442;
13;2;20.616443634;12.0336990356;5;26.5219442844;2;11.9660997391;11.4571752548;4;24.7449600697;
14;2;21.7139816284;12.2662630081;5;27.12089324;2;13.9660997391;11.8107032776;4;25.3503712416;
15;2;22.8215045929;12.446267128;5;27.4906733036;2;15.9660997391;12.0916318893;4;25.8344515562;
16;2;23.9395446777;12.5;5;27.7773330212;2;16.9954986572;12.3113050461;4;26.2195074558;
17;2;25.0685424805;12.5;5;28.0890238285;2;18.0058269501;12.4808797836;4;26.3048160076;
18;2;26.2088031769;12.5;5;28.4260663986;2;19.0164165497;12.5;5;26.3530313969;
19;2;26.7917289734;12.5;6;28.788336277;2;19.9294319153;12.5;5;26.4023760557;
20;2;26.9547519684;12.5;6;29.1751885414;2;19.625;12.920712471;5;26.4528282881;
21;2;27.1288337708;12.5;6;29.585392952;2;19.9518871307;12.5;5;26.5043625832;
22;2;27.3134269714;12.5;6;30.0170898438;2;19.9634819031;12.5;6;26.5569496155;
23;2;27.5076904297;12.5;6;30.4677705765;3;19.625;13.1227798462;6;26.6105561256;
24;3;27.7104969025;12.5;6;30.9342932701;3;19.9873752594;12.5;6;26.6651450396;
25;4;25.7104969025;13.5;5;31.4129357338;3;19.9996566772;12.5;6;26.72067523;
26;4;25.25;14.5;6;31.8994894028;3;20.0121517181;12.5;6;26.7771017551;
27;4;25.25;15.2597961426;6;32.3893885612;3;20.024848938;12.5;6;26.8343759775;
28;4;25.25;15.4557552338;6;32.877872467;3;19.625;13.2337503433;6;26.8924454451;
29;4;25.25;15.6511487961;7;33.360165596;3;18.0508003235;13.5;6;26.9512542486;
30;4;25.25;15.8440666199;7;33.8316650391;3;17.064031601;14.5;6;27.0107431412;
31;4;25.25;16.0326652527;8;34.2881155014;3;16.0774173737;15.5;5;27.0708494186;
32;4;25.25;16.2152462006;8;34.7257604599;3;15.0909414291;16.5;4;27.1315076351;
33;4;25.25;16.3903045654;9;35.141462326;3;14.4795894623;17.5;4;27.1926498413;
34;4;25.25;16.5565853119;9;35.5327749252;3;14.4933462143;18.5;4;27.2542052269;
35;4;25.25;16.7131099701;9;35.8979701996;3;14.5071964264;19.5;4;27.3161010742;
36;4;26.25;18.5;9;36.2360286713;3;14.5211229324;20.5;5;27.3782629967;
37;4;27.25;19.5;9;36.5465888977;3;14.5351085663;21.5;5;27.4406147003;
38;4;28.25;20.5;9;36.8298740387;3;14.5491380692;22.5;5;27.5030794144;
39;4;29.25;21.5;9;38.0865974426;3;14.5631923676;23.5;5;27.5655794144;
40;4;31.25;23.5;10;38.3478624821;3;14.577255249;24.5;5;27.628036499;
41;4;32.7930374146;24.5;10;39.5856564045;3;15.5913085938;26.2000007629;5;28.690372467;
42;4;34.3635444641;26.5;11;39.8315677643;3;16.6053333282;26.5;5;28.8025100231;
43;5;35.4607048035;28.5;11;40.0578913689;3;16.6193141937;27.5;6;28.9163475037;
44;5;36.0260543823;30.5;11;40.2476011515;3;16.633234024;28.5;6;29.0318342447;
45;5;36.1114196777;31.5;11;40.3122261763;3;16.6470737457;29.5;7;29.1489161253;
46;5;36.1405029297;32.5;12;40.3779619932;3;17.6608181;27.5;8;29.2675352097;
47;5;36.1700820923;32.5;12;40.4447849989;3;16.674451828;28.5;9;29.387629509;
48;6;36.2001533508;32.5;12;40.512668848;3;16.6879577637;29.5;9;29.5091329813;
49;6;36.2306976318;32.5;13;40.581584692;3;17.7013206482;27.5;10;29.6319748163;
50;7;36.2617111206;32.5;12;40.6515010595;4;18.7145252228;28.5;10;29.7560795546;
51;7;34.2931747437;33.5;13;40.722383976;4;19.7275619507;29.5;11;29.8813668489;
52;7;33.3250732422;34.5;13;40.7941969633;4;20.0;30.5;11;30.0077514648;
53;7;32.3573875427;35.5;14;40.8669009209;4;21.753068924;31.5;12;30.1351428032;
54;7;31.3901062012;36.5;14;40.9544233084;4;22.3905162811;32.5;12;30.2634444237;
55;7;30.5794906616;37.5;14;43.4484837055;4;22.0315284729;32.5;12;30.3925549984;
56;7;32.0763168335;39.3560028076;15;44.7140969038;4;21.625;33.5;12;30.5223671198;
57;8;33.4750785828;40.8857917786;15;45.7579261065;4;21.625;33.3656578064;12;30.6527676582;
58;8;33.040599823;42.3072853088;16;46.6180992126;4;22.438041687;30.421087265;13;30.7836380005;
59;8;34.0410346985;43.6393547058;17;47.1823347807;4;22.1020050049;28.9936122894;13;30.9148542881;
60;8;34.1726226807;44.8256378174;18;47.5374281406;4;22.1205120087;29.9936122894;13;31.0462870598;
61;8;34.2237663269;45.7183761597;19;47.866830945;4;22.985414505;27.9936122894;14;31.1778025627;
62;8;32.5999984741;47.3033447266;19;48.0626226664;5;22.1584320068;28.9936122894;11;46.3092615604;
63;8;32.5999984741;47.3916893005;22;48.214826107;5;22.625;31.9936122894;10;47.1905214787;
64;8;32.5999984741;47.4627532959;22;49.3688468933;6;23.625;32.2276306152;9;47.9908101559;
65;8;34.501865387;47.733039856;22;49.5545413494;6;24.625;33.2577285767;9;48.7091453075;
66;8;35.5288848877;48.7817955017;23;49.7423502207;6;26.5208129883;32.2577285767;10;49.3259561062;
67;8;35.5561523438;51.8066101074;25;49.9321095943;6;27.5249996185;32.5;11;49.8506505489;
68;9;35.5836448669;54.8317527771;24;50.1236486435;6;28.5249996185;32.5;11;50.3083126545;
69;9;35.6113243103;57.8572044373;24;50.3167902231;6;29.5249996185;32.5;12;50.7062394619;
70;9;35.6391639709;60.5764579773;25;50.5113515854;6;28.5249996185;33.5;12;52.0519216061;
71;9;35.6671257019;62.622215271;25;50.707144618;6;30.2380599976;35.5;12;52.2988724709;
72;10;35.6951751709;62.8172302246;25;50.9039772749;6;30.5249996185;38.5;12;52.4293863773;
73;10;35.7232818604;62.8891525269;25;51.1016539335;6;31.0716114044;39.5;15;52.5605435371;
74;10;35.7514038086;62.9615898132;26;51.2999768257;6;29.7027988434;42.5;16;52.6921879053;
75;10;35.7795143127;63.0344963074;26;51.4987459183;6;29.6057415009;44.5;16;52.8241647482;
76;10;36.8075714111;61.1078033447;26;51.6977608204;6;29.7226638794;45.5;17;52.9563217163;
77;10;37.8355484009;60.1814575195;26;51.8968209028;7;29.7329921722;47.5;17;54.9146214724;
78;10;38.8633995056;59.2553901672;27;53.0957262516;7;30.1057434082;47.2262573242;18;56.5630750656;
79;10;40.8910980225;59.3295326233;27;53.3842788935;7;32.2904052734;45.3654403687;19;57.9458899498;
80;11;39.9186096191;61.4038352966;28;55.8989193439;7;32.5307006836;45.5060348511;19;59.1093378067;
81;11;39.6022796631;64.2683410645;28;58.0184082985;7;32.6928329468;43.5060348511;19;59.9338175058;
82;11;39.1327667236;66.966545105;28;59.801854372;8;30.481388092;43.5;19;60.3349831104;
83;11;39.5357666016;69.5269088745;30;61.3150371313;8;30.5063076019;44.5;19;60.7355999947;
84;11;39.8391036987;70.9803085327;30;62.4482933283;8;30.5306587219;45.5;20;61.1346369982;
85;11;39.9911460876;72.2027587891;31;63.3281828165;8;29.4500007629;47.5;20;61.531093359;
86;11;38.4000015259;73.5030822754;30;66.1757054329;8;29.4500007629;49.5;21;61.9240090847;
87;12;40.4000015259;76.3004837036;27;73.6376035213;7;27.4500007629;46.5;21;56.4346895218;
88;12;45.4000015259;79.0331115723;29;75.5060715675;7;27.4500007629;48.1451339722;21;56.6343431473;
89;12;51.1285324097;82.2267074585;30;76.4117006063;8;27.4500007629;49.2104797363;14;57.833315134;
90;13;53.1916007996;86.4225234985;30;77.3234659433;7;28.4500007629;51.2735328674;14;58.0613837242;
91;14;54.254119873;90.6201705933;31;78.2397060394;7;29.4500007629;53.3342590332;14;58.3655338287;
92;14;55.3159751892;92.8192443848;33;79.1587221622;7;29.4500007629;55.3926315308;14;58.6758420467;
93;14;56.377040863;93.5972366333;33;80.0787799358;7;29.4500007629;57.4486541748;15;58.9919507504;
94;14;51.4217758179;100.055152893;33;80.9981125593;7;29.4500007629;59.5023193359;11;59.3133972883;
95;14;50.4000015259;106.30329895;35;82.7013137341;7;29.4500007629;60.5536422729;9;59.6396094561;
96;14;50.4000015259;108.59967804;37;86.3886580467;7;29.4500007629;61.6026535034;10;60.9699056149;
97;15;49.8635025024;114.794692993;35;89.2677152157;7;28.4500007629;62.6026535034;9;61.3334956169;
98;15;51.4000015259;119.574226379;36;92.2380883694;7;31.4500007629;59.6026535034;10;61.6483864784;
99;16;52.4000015259;125.985733032;33;95.2803765535;7;29.4500007629;60.6026535034;7;61.6934378147;
100;16;53.7034606934;130.414367676;35;98.3735022545;7;29.4500007629;62.5;7;61.7475923896;
